datetime,symbol,market,open,high,low,close,volume
2000-02-21,SIM000000,bull,97.9662908093194,99.515658465327,97.90911750727291,98.71348310924745,0.0
2000-02-22,SIM000000,bull,98.86732110307476,100.06247764509126,98.4767416699417,100.03159137139428,0.0
2000-02-23,SIM000000,bull,100.07079385080729,100.55925300434842,99.00981955216086,99.85833909284595,0.0
2000-02-24,SIM000000,bull,99.87285787864496,100.21642647067365,98.32047517288284,98.9624401847053,0.0
2000-02-25,SIM000000,bull,98.99668239597683,100.02041171194928,98.21326770681601,99.45071484476648,0.0
2000-02-28,SIM000000,bull,99.44493777200451,99.90455668158323,98.82592402330337,99.82141526855406,0.0
2000-02-29,SIM000000,bull,99.90542176360539,101.96079667620081,99.12182801832932,101.22223998110589,0.0
2000-03-01,SIM000000,bull,101.31124369774838,101.7334854054073,98.75498969463672,99.74865041682676,0.0
2000-03-02,SIM000000,bull,99.71177167285495,100.65296026588732,98.32768751360943,99.03409362088131,0.0
2000-03-03,SIM000000,bull,99.04450095453726,99.06339405907242,97.27110291097587,98.11656075209368,0.0
2000-03-06,SIM000000,bull,98.35337563654353,98.76424054490293,95.23253947512774,96.16812763165508,0.0
2000-03-07,SIM000000,bull,96.20867203215359,96.85552151758691,95.49614954085379,96.38640877227307,0.0
2000-03-08,SIM000000,bull,96.36849503209011,97.87834617472033,95.58503451509478,97.07160037357954,0.0
2000-03-09,SIM000000,bull,97.27056723229587,98.00630935151067,96.21134191276343,96.2870056930612,0.0
2000-03-10,SIM000000,bull,96.28791392542635,98.15321767611842,96.25287647853513,97.9748819223436,0.0
2000-03-13,SIM000000,bull,97.86737389586966,99.3249552609483,96.96366499501667,99.02023576790356,0.0
2000-03-14,SIM000000,bull,99.08703292368783,100.57799968344048,98.85148877316121,99.84337904896051,0.0
2000-03-15,SIM000000,bull,99.75353736562273,100.82249739692321,99.44896179794739,100.40110706962462,0.0
2000-03-16,SIM000000,bull,100.35118537871104,101.90268471464154,100.21548447248138,101.63533585841098,0.0
2000-03-17,SIM000000,bull,101.66850204864915,102.6146802203867,99.46361273497925,100.09878120627782,0.0
2000-03-20,SIM000000,bull,100.08609199160323,101.76545495703513,100.05637920949366,100.91460522457245,0.0
2000-03-21,SIM000000,bull,100.83755827499093,102.0849771549943,100.03177541475264,101.72346340454028,0.0
2000-03-22,SIM000000,bull,101.66741819226829,102.22611970709988,99.36570792976464,99.6630867779173,0.0
2000-03-23,SIM000000,bull,99.60394909387057,101.084696415106,98.86302272591959,100.1540726399015,0.0
2000-03-24,SIM000000,bull,100.27087096277143,100.4880149359764,99.01841990633785,99.92847404574617,0.0
2000-03-27,SIM000000,bull,99.856425594887,101.86345430928755,99.16711013060883,100.94571962089208,0.0
2000-03-28,SIM000000,bull,100.88795655602843,101.78028279166037,100.06396393847069,100.49060058687462,0.0
2000-03-29,SIM000000,bull,100.6954360417211,101.42697716326322,99.91569545321173,100.54398629600954,0.0
2000-03-30,SIM000000,bull,100.48830862312614,101.72740119527488,99.62885190687537,101.03424558225713,0.0
2000-03-31,SIM000000,bull,101.18472777679433,101.87787028258097,99.34079603385858,100.0524335705429,0.0
2000-04-03,SIM000000,bull,100.18407577933574,101.39816175308664,99.9313548346927,100.84932225553761,0.0
2000-04-04,SIM000000,bull,100.83391735809333,101.42106183974526,100.79026517903148,100.79794674065725,0.0
2000-04-05,SIM000000,bull,100.65487500855289,101.67172099713235,99.76935487933464,101.47148035527145,0.0
2000-04-06,SIM000000,bull,101.5174483697741,102.08859331630717,100.284617201472,100.91370313447987,0.0
2000-04-07,SIM000000,bull,100.98158527457822,103.00288457723266,100.91746373806691,102.3143713730579,0.0
2000-04-10,SIM000000,bull,102.41339168021905,103.63822729721151,101.84913957924574,103.13745049727095,0.0
2000-04-11,SIM000000,bull,103.14486548565228,103.84551270287082,102.38791435085044,102.99457007951811,0.0
2000-04-12,SIM000000,bull,103.11863295985108,104.33232406323289,102.8161234006947,103.85646016197177,0.0
2000-04-13,SIM000000,bull,104.000857885256,106.36531654679821,103.07937912943383,105.51750011074216,0.0
2000-04-14,SIM000000,bull,105.4062443536295,108.66872066047118,105.15352691633953,107.89094227066323,0.0
2000-04-17,SIM000000,bull,108.04517111107423,108.1413792845727,105.79979241100999,105.95219551750775,0.0
2000-04-18,SIM000000,bull,105.97068866314189,107.98574721676333,105.64289320597508,107.16134419846068,0.0
2000-04-19,SIM000000,bull,107.10071830495033,108.14905375480873,106.73830398689287,107.84191562004064,0.0
2000-04-20,SIM000000,bull,107.80755419547334,107.89534142893847,106.84829650952989,107.80133917624552,0.0
2000-04-21,SIM000000,bull,108.00374396750125,108.13466861399735,105.88650043795371,106.58684533039924,0.0
2000-04-24,SIM000000,bull,106.6917299814231,108.63906289760209,106.5616320264033,108.28821882657493,0.0
2000-04-25,SIM000000,bull,108.09448622621915,108.66159577675303,106.32081324606254,106.74101814410697,0.0
2000-04-26,SIM000000,bull,106.74992648359728,107.90545754097577,106.64023227509078,107.55032257290142,0.0
2000-04-27,SIM000000,bull,107.53528166581992,109.54809106040068,106.7763783620325,109.32567493613203,0.0
2000-04-28,SIM000000,bull,109.30647873911514,110.14729342508022,106.40994006257408,107.32753562381463,0.0
2000-05-01,SIM000000,bull,107.2724599379361,107.6734199148191,106.91879530936164,107.0188540917575,0.0
2000-05-02,SIM000000,bull,106.86300237674068,107.7968937010891,104.90267217523447,105.42970458611687,0.0
2000-05-03,SIM000000,bull,105.52054749146376,106.07698303541257,105.2624270028223,105.81825773192047,0.0
2000-05-04,SIM000000,bull,105.71882140081492,108.58364536770527,105.41747735514616,107.83966863997256,0.0
2000-05-05,SIM000000,bull,107.79976352937585,110.96852185264561,106.99471766282224,110.57325547800203,0.0
2000-05-08,SIM000000,bull,110.50664777590491,111.44564306820682,107.26179544082656,108.32011528831124,0.0
2000-05-09,SIM000000,bull,108.24127732195035,108.94094746933787,107.3557958830508,107.65605673325165,0.0
2000-05-10,SIM000000,bull,107.73607066296204,109.38754698035338,107.15153455725961,108.65025205124176,0.0
2000-05-11,SIM000000,bull,108.69194921028966,110.91505716117264,108.35466468781124,110.81215809257006,0.0
2000-05-12,SIM000000,bull,110.73745278703905,112.29469703949133,110.66864138687795,111.45724072600021,0.0
2000-05-15,SIM000000,bull,111.3519347333163,111.746589533756,109.88059597732853,110.54660559528465,0.0
2000-05-16,SIM000000,bull,110.49471342554853,111.84650597097372,110.32305630623318,111.02470901144605,0.0
2000-05-17,SIM000000,bull,111.1320725893913,112.07136527441916,110.32195125738704,111.08585267014482,0.0
2000-05-18,SIM000000,bull,111.09984075353029,111.23582698304729,110.06909175270815,110.89773398235533,0.0
2000-05-19,SIM000000,bull,110.9235824356322,110.940602046408,109.85050002663866,110.00708886943112,0.0
2000-05-22,SIM000000,bull,109.9709885396347,111.44073161142865,109.315249548871,110.60241508427492,0.0
2000-05-23,SIM000000,bull,110.57389288770572,112.17107673044097,110.34349729369161,111.09508770274186,0.0
2000-05-24,SIM000000,bull,111.1191446470466,112.11964009409968,110.20695917490816,111.0544554931001,0.0
2000-05-25,SIM000000,bull,110.84973493235918,111.3325331107456,110.52557676895711,110.84251562759766,0.0
2000-05-26,SIM000000,bull,111.02120020409532,111.94670939383639,108.4752247795782,109.22843431517164,0.0
2000-05-29,SIM000000,bull,109.14240124321469,109.16806220493521,107.97042004602541,108.67451444519286,0.0
2000-05-30,SIM000000,bull,108.61275315534422,110.40656317876514,107.98802858139601,110.34200788888826,0.0
2000-05-31,SIM000000,bull,110.4897003377073,111.13215819463754,109.93278841697352,110.17257564314642,0.0
2000-06-01,SIM000000,bull,110.19708173956873,110.77841624953578,107.46270448365294,108.36678580956412,0.0
2000-06-02,SIM000000,bull,108.37134626906693,111.10769252470718,107.98681734710972,110.19868367415675,0.0
2000-06-05,SIM000000,bull,110.13440265545452,111.2444392134034,109.2857495554084,110.98534179248875,0.0
2000-06-06,SIM000000,bull,110.81207487345424,114.44120352448276,110.2857484057278,113.91415985276436,0.0
2000-06-07,SIM000000,bull,113.93522774751784,115.21404929070944,113.42470784237076,114.08517597023923,0.0
2000-06-08,SIM000000,bull,114.22153757610232,114.56736955900766,112.7317389324026,113.54039902041595,0.0
2000-06-09,SIM000000,bull,113.43825180926557,113.89705811723049,111.28812465375076,111.66875848812016,0.0
2000-06-12,SIM000000,bull,111.82093563165975,114.23182357020691,110.9672233779298,113.54202539103655,0.0
2000-06-13,SIM000000,bull,113.41404739083494,118.35149821745223,112.90944472986804,117.18538573893889,0.0
2000-06-14,SIM000000,bull,117.09937036203469,117.31336213230136,115.2637514061575,116.12369452159935,0.0
2000-06-15,SIM000000,bull,116.18244051735715,116.98522665880498,114.50757662636994,115.31193141199611,0.0
2000-06-16,SIM000000,bull,115.31193893360317,116.70840620992682,114.22186526875613,116.22699924823985,0.0
2000-06-19,SIM000000,bull,116.30729908742644,116.77337617367373,114.69038827110519,115.1609855427306,0.0
2000-06-20,SIM000000,bull,115.07556625306091,115.37109726781931,114.47292370547714,114.87382169383054,0.0
2000-06-21,SIM000000,bull,114.75529929340463,115.28939394841449,113.33954744047949,114.4784128250127,0.0
2000-06-22,SIM000000,bull,114.26467445034093,115.488553572166,113.67467089292735,114.82850765599568,0.0
2000-06-23,SIM000000,bull,114.69028728954952,116.89105998341992,114.21034457889152,116.43435047186802,0.0
2000-06-26,SIM000000,bull,116.309054564419,117.14198292509388,115.49404059158755,116.55256931517002,0.0
2000-06-27,SIM000000,bull,116.38625280577371,118.68336997565626,116.09513560796283,117.93331423718911,0.0
2000-06-28,SIM000000,bull,117.96969208591047,118.97448628930334,116.3039470802234,117.42862055852083,0.0
2000-06-29,SIM000000,bull,117.35066143933435,118.64181562383489,116.46601248879765,117.97989714933932,0.0
2000-06-30,SIM000000,bull,117.74531830242279,118.19577415415807,114.33057631790314,115.07746838908544,0.0
2000-07-03,SIM000000,bull,115.3632612843091,116.47247765513787,112.84705469948553,113.17736194315047,0.0
2000-07-04,SIM000000,bull,113.08287540815921,114.54650359766985,112.16766670117704,114.3492228135901,0.0
2000-07-05,SIM000000,bull,114.2056562977644,114.25761174817794,112.58309030010581,113.62747462054637,0.0
2000-07-06,SIM000000,bull,113.76834862684693,115.54693524150363,112.86797447202822,114.50681148545681,0.0
2000-07-07,SIM000000,bull,114.64026159719292,115.64757433440315,113.59441052315367,115.34094037677735,0.0
2000-07-10,SIM000000,bull,115.20814363129098,117.45130586023714,115.10193200791515,117.27361420738636,0.0
2000-07-11,SIM000000,bull,117.10075502416369,118.96716492137656,116.23277546996007,118.51056304865533,0.0
2000-07-12,SIM000000,bull,118.39204457498634,120.467384704941,117.36640701838931,120.05572289449134,0.0
2000-07-13,SIM000000,bull,120.19132412792516,120.61759758242904,119.41357282197283,119.9849041942615,0.0
2000-07-14,SIM000000,bull,119.94755760091847,120.96844793890115,118.97754381534779,119.07297189399793,0.0
2000-07-17,SIM000000,bull,118.97667783663815,119.32222109488579,117.4799014176777,118.12079756788233,0.0
2000-07-18,SIM000000,bull,118.11744619586005,118.27412704579525,117.23411862822526,117.51914796981629,0.0
2000-07-19,SIM000000,bull,117.66066352828975,117.9144383672707,115.98573986692253,116.02356678187893,0.0
2000-07-20,SIM000000,bull,115.86234619150733,116.96268460931661,114.27090447129092,115.3503489088223,0.0
2000-07-21,SIM000000,bull,115.30607723952366,115.80322705070954,114.34637138129378,115.3087347100764,0.0
2000-07-24,SIM000000,bull,115.14920788684081,116.16170111288952,114.41862793015272,115.74419311862738,0.0
2000-07-25,SIM000000,bull,115.995607503994,116.89731914568762,114.4974550114377,115.36094148550049,0.0
2000-07-26,SIM000000,bull,115.57070453890671,116.65198218156713,112.05552894090808,112.81300673931707,0.0
2000-07-27,SIM000000,bull,112.92031019336054,113.49643820690211,112.27768832747688,112.79976378251652,0.0
2000-07-28,SIM000000,bull,112.78471611528784,114.11207266276374,112.64794038515802,113.19006471471866,0.0
2000-07-31,SIM000000,bull,113.26467129901789,115.0623735333903,112.9376279351101,114.75875031654101,0.0
2000-08-01,SIM000000,bull,114.51752587287015,116.04926246799556,113.93798687786244,115.64399555989857,0.0
2000-08-02,SIM000000,bull,115.6759626566363,116.34276358566302,114.17197703513469,114.84044612853926,0.0
2000-08-03,SIM000000,bull,114.68700031909785,114.95811733656588,113.58924280331105,113.93275675168395,0.0
2000-08-04,SIM000000,bull,113.78182173352194,117.12408903958374,113.63706902678845,116.80263050364594,0.0
2000-08-07,SIM000000,bull,116.72031666328395,118.1776419892279,116.32072943040961,117.95642151084091,0.0
2000-08-08,SIM000000,bull,117.91511119664835,120.98447546542518,117.69622011670204,120.66794594998382,0.0
2000-08-09,SIM000000,bull,120.73723580678167,124.92381496857664,119.61368253902468,123.8840266815929,0.0
2000-08-10,SIM000000,bull,123.97082958634493,124.95613987063209,122.49458023572419,122.76584664815032,0.0
2000-08-11,SIM000000,bull,122.79809386943417,123.56790054187613,122.3141936708049,123.42727138089651,0.0
2000-08-14,SIM000000,bull,123.31071449182602,124.63422639842864,122.64254038955995,124.20085964809284,0.0
2000-08-15,SIM000000,bull,124.2848177882749,126.03528856739511,123.97125369988592,125.13153169685371,0.0
2000-08-16,SIM000000,bull,125.11639741571389,127.12600688145854,124.49719395032945,126.0423881605723,0.0
2000-08-17,SIM000000,bull,126.19114702380054,127.15150018689202,125.49366653338559,126.44316516728826,0.0
2000-08-18,SIM000000,bull,126.3272002656472,127.72407703348372,126.26516642257631,126.80271721624447,0.0
2000-08-21,SIM000000,bull,126.45233276701032,126.75254109715698,123.4496194053773,124.63038931884228,0.0
2000-08-22,SIM000000,bull,124.57097686511221,125.54488971630511,123.80693859211513,124.4765889215824,0.0
2000-08-23,SIM000000,bull,124.74437086318436,125.76837010617191,123.27709771987635,123.45740786777006,0.0
2000-08-24,SIM000000,bull,123.51530783070478,124.2407212319583,122.30187123268878,123.73711424170818,0.0
2000-08-25,SIM000000,bull,123.71306851091596,124.00483312615614,122.92997310037678,123.1371424566122,0.0
2000-08-28,SIM000000,bull,123.24595090597556,124.18864744058723,122.3493976513633,124.14757296899816,0.0
2000-08-29,SIM000000,bull,124.21004185064763,126.25776924097985,123.61079774076485,125.46789023030078,0.0
2000-08-30,SIM000000,bull,125.52577375031971,126.82518274167701,125.20248143699034,126.02800945095281,0.0
2000-08-31,SIM000000,bull,125.96328831846031,126.60350056128519,125.48510673830755,126.60198605290196,0.0
2000-09-01,SIM000000,bull,126.6116294578069,127.49811342597899,126.00237908602963,126.83836475855782,0.0
2000-09-04,SIM000000,bull,126.8638836233721,128.05443118778,125.78497387614196,126.25327175522278,0.0
2000-09-05,SIM000000,bull,126.17213360366405,126.20856739193177,125.78733943076705,126.0988303738112,0.0
2000-09-06,SIM000000,bull,125.95775980867478,126.13082699056126,124.92314561020373,125.4451002657774,0.0
2000-09-07,SIM000000,bull,125.4625399774309,126.19792565283679,124.9157705644542,126.12507336920855,0.0
2000-09-08,SIM000000,bull,126.24721921396817,126.79833635096729,125.37285713016279,126.2410811538262,0.0
2000-09-11,SIM000000,bull,126.32279755157961,127.70964682121252,126.07324298356471,127.22013287710516,0.0
2000-09-12,SIM000000,bull,127.28297677170083,128.39055021648866,125.24480211878492,125.30178855449006,0.0
2000-09-13,SIM000000,bull,125.36498011845708,126.82301995596652,124.31972614779329,126.73882629462474,0.0
2000-09-14,SIM000000,bull,127.06631976602996,127.32110242220386,125.59129554260551,125.67838305291113,0.0
2000-09-15,SIM000000,bull,125.71104481881234,126.89020193829688,123.88210979916994,124.66931377888315,0.0
2000-09-18,SIM000000,bull,124.79922395212895,124.82294671745049,123.78432410495117,124.46759815175017,0.0
2000-09-19,SIM000000,bull,124.71119368497784,125.03438998026516,122.51539035678032,123.72171518597352,0.0
2000-09-20,SIM000000,bull,123.7282802445657,124.73769585988268,123.4932856583909,124.24784409974,0.0
2000-09-21,SIM000000,bull,124.28071138796427,124.2814393914015,122.39113518707265,123.48730239892936,0.0
2000-09-22,SIM000000,bull,123.61622888630896,123.9712613290408,121.84512858033847,122.00409449352922,0.0
2000-09-25,SIM000000,bull,122.20999632271018,122.94683547951111,120.6553874527128,120.86267356861451,0.0
2000-09-26,SIM000000,bull,120.9005163128698,123.62869489817892,120.11006677836737,122.87268915188152,0.0
2000-09-27,SIM000000,bull,122.91729412761418,123.77914810487796,122.71366129222405,123.03020222047869,0.0
2000-09-28,SIM000000,bull,123.04137823193115,123.84216967665776,120.69746694587788,121.4095460201508,0.0
2000-09-29,SIM000000,bull,121.2631747696515,122.25951378443622,120.44463038646838,121.5128522665083,0.0
2000-10-02,SIM000000,bull,121.64866327668867,121.69070931176405,119.20486432878033,119.354574462406,0.0
2000-10-03,SIM000000,bull,119.32443758101951,122.83597970035181,118.38158658380297,122.03690254552116,0.0
2000-10-04,SIM000000,bull,121.8271513027366,122.5383756276298,119.40724272728941,119.91459019012541,0.0
2000-10-05,SIM000000,bull,119.89730609505429,120.95879041327623,118.73782853893589,120.69597415551829,0.0
2000-10-06,SIM000000,bull,120.48752860411605,122.08710652157518,120.47374958582529,121.57705768534393,0.0
2000-10-09,SIM000000,bull,121.45490970730907,121.7435781663488,119.47556867394282,119.5695473570488,0.0
2000-10-10,SIM000000,bull,119.57206835949933,121.13359471681474,118.83055946930055,120.0912062960734,0.0
2000-10-11,SIM000000,bull,119.98109157312099,121.96713970361975,119.67248963622043,121.62804437649956,0.0
2000-10-12,SIM000000,bull,121.75883377640716,122.60357173124578,121.26852616720306,122.40417444835087,0.0
2000-10-13,SIM000000,bull,122.22495768543025,123.85919857306898,121.11407835632383,122.88029495615945,0.0
2000-10-16,SIM000000,bull,122.91336608363346,125.32775772061748,122.49074022549297,124.38104905738932,0.0
2000-10-17,SIM000000,bull,124.45123331567557,125.77773101312745,124.38745537848442,124.71494392506797,0.0
2000-10-18,SIM000000,bull,124.89795957639258,126.16222380860927,124.71932080118818,125.31339855350578,0.0
2000-10-19,SIM000000,bull,125.42993647660408,125.9527788182337,124.52121400387507,125.21687693969865,0.0
2000-10-20,SIM000000,bull,125.247079807986,126.8649066940282,124.27669600595053,126.2645006421383,0.0
2000-10-23,SIM000000,bull,126.27569696353554,126.97677284968252,123.99307786806736,124.93983586631468,0.0
2000-10-24,SIM000000,bull,124.93358488303359,126.97951254126889,124.34446108621236,126.22720122238427,0.0
2000-10-25,SIM000000,bull,126.37204382106967,127.56651144266907,125.25737966854972,125.55825687414351,0.0
2000-10-26,SIM000000,bull,125.47692042643953,125.80995223867362,123.85928197117192,124.01865633330875,0.0
2000-10-27,SIM000000,bull,124.0844158117337,125.61476594089929,123.80738913485607,124.65687913574577,0.0
2000-10-30,SIM000000,bull,124.64639212885923,127.3322334740458,124.39663265199482,127.31068818915175,0.0
2000-10-31,SIM000000,bull,127.3425665996994,129.1301941897557,126.18703517452613,128.88500867656884,0.0
2000-11-01,SIM000000,bull,128.85247985572585,130.06934554828206,127.66337837665394,128.18606013578938,0.0
2000-11-02,SIM000000,bull,128.4610672692097,129.68613263815266,128.31117213490725,129.36133294257039,0.0
2000-11-03,SIM000000,bull,129.27767067835424,129.938350427843,127.93304947994376,128.75469564546506,0.0
